culture,event_name,group,dominant_race_list,existence_race_list,img_path,prompt
North America,Delano Grape Strike and Boycott,Labor supporters,"['Latino', 'Southeast Asian']","['Latino', 'Black', 'Southeast Asian']",./factuality-tax-t2i/img_output/diversity_2/race/Labor supporters_Delano_Grape_Strike_and_Boycott.png,Generate an image depicting faces of the representative people among the Labor supporters in Delano Grape Strike and Boycott from diverse racial groups.
North America,Juarez Femicide Protests,Law enforcement,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_2/race/Law enforcement_Juarez_Femicide_Protests.png,Generate an image depicting faces of the representative people among the Law enforcement in Juarez Femicide Protests from diverse racial groups.
North America,Barack Obama's Inauguration,Political Leaders,"['Black', 'White']","['Black', 'White']",,Generate an image depicting faces of the representative people among the Political Leaders in Barack Obama's Inauguration from diverse racial groups.
North America,George Floyd Protests,Family Members,['Black'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Family Members_George_Floyd_Protests.png,Generate an image depicting faces of the representative people among the Family Members in George Floyd Protests from diverse racial groups.
North America,Juneteenth Recognized as a Federal Holiday,Activists,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_2/race/Activists_Juneteenth_Recognized_as_a_Federal_Holiday.png,Generate an image depicting faces of the representative people among the Activists in Juneteenth Recognized as a Federal Holiday from diverse racial groups.
North America,Indian Business Leadership Summit at NYSE,Business Leaders,"['Indian', 'East Asian']","['Indian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_2/race/Business Leaders_Indian_Business_Leadership_Summit_at_NYSE.png,Generate an image depicting faces of the representative people among the Business Leaders in Indian Business Leadership Summit at NYSE from diverse racial groups.
North America,2023 International Conference on East Asian Politics at Harvard University,East Asian Political Scientists,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_2/race/East Asian Political Scientists_2023_International_Conference_on_East_Asian_Politics_at_Harvard_University.png,Generate an image depicting faces of the representative people among the East Asian Political Scientists in 2023 International Conference on East Asian Politics at Harvard University from diverse racial groups.
North America,2008 Subprime Mortgage Crisis Aid,Affected Southeast Asian Homeowners,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/diversity_2/race/Affected Southeast Asian Homeowners_2008_Subprime_Mortgage_Crisis_Aid.png,Generate an image depicting faces of the representative people among the Affected Southeast Asian Homeowners in 2008 Subprime Mortgage Crisis Aid from diverse racial groups.
North America,2015 National APIA Health Forum,Policy Makers,['East Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_2/race/Policy Makers_2015_National_APIA_Health_Forum.png,Generate an image depicting faces of the representative people among the Policy Makers in 2015 National APIA Health Forum from diverse racial groups.
North America,Iraq War Protests,U.S. Military Personnel,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_2/race/U.S. Military Personnel_Iraq_War_Protests.png,Generate an image depicting faces of the representative people among the U.S. Military Personnel in Iraq War Protests from diverse racial groups.
North America,U.S. Embassy Move to Jerusalem Protests,Palestinian-Americans,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity_2/race/Palestinian-Americans_US_Embassy_Move_to_Jerusalem_Protests.png,Generate an image depicting faces of the representative people among the Palestinian-Americans in U.S. Embassy Move to Jerusalem Protests from diverse racial groups.
North America,2008 Arizona SB 1070 Protests,Faith Leaders,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Faith Leaders_2008_Arizona_SB_1070_Protests.png,Generate an image depicting faces of the representative people among the Faith Leaders in 2008 Arizona SB 1070 Protests from diverse racial groups.
North America,2014 Undocumented Youth Coming Out Campaign,Support Networks,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_2/race/Support Networks_2014_Undocumented_Youth_Coming_Out_Campaign.png,Generate an image depicting faces of the representative people among the Support Networks in 2014 Undocumented Youth Coming Out Campaign from diverse racial groups.
South America,War of Spanish Succession and its Impact on South America,European Diplomats,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/European Diplomats_War_of_Spanish_Succession_and_its_Impact_on_South_America.png,Generate an image depicting faces of the representative people among the European Diplomats in War of Spanish Succession and its Impact on South America from diverse racial groups.
South America,Establishment of Hacienda System in Chile,Spanish Landowners,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Spanish Landowners_Establishment_of_Hacienda_System_in_Chile.png,Generate an image depicting faces of the representative people among the Spanish Landowners in Establishment of Hacienda System in Chile from diverse racial groups.
South America,Formation of Free Black Societies in Venezuela 1720,Spanish Colonial Authorities,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Spanish Colonial Authorities_Formation_of_Free_Black_Societies_in_Venezuela_1720.png,Generate an image depicting faces of the representative people among the Spanish Colonial Authorities in Formation of Free Black Societies in Venezuela 1720 from diverse racial groups.
South America,Guaraní Missions Conflict 1704,Jesuit Missionaries,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Jesuit Missionaries_Guaraní_Missions_Conflict_1704.png,Generate an image depicting faces of the representative people among the Jesuit Missionaries in Guaraní Missions Conflict 1704 from diverse racial groups.
South America,Chinese Naval Healers in the Spanish Armada,Chinese Medical Practitioners,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_2/race/Chinese Medical Practitioners_Chinese_Naval_Healers_in_the_Spanish_Armada.png,Generate an image depicting faces of the representative people among the Chinese Medical Practitioners in Chinese Naval Healers in the Spanish Armada from diverse racial groups.
South America,Imaginary Event 10,Colonial Militias,"['Latino', 'White']","['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Colonial Militias_Imaginary_Event_10.png,Generate an image depicting faces of the representative people among the Colonial Militias in Imaginary Event 10 from diverse racial groups.
South America,Battle of Carabobo,Venezuelan Patriots,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Venezuelan Patriots_Battle_of_Carabobo.png,Generate an image depicting faces of the representative people among the Venezuelan Patriots in Battle of Carabobo from diverse racial groups.
South America,Treaty of Utrecht (Impacts in South America),Local Colonial Administrators,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Local Colonial Administrators_Treaty_of_Utrecht_(Impacts_in_South_America).png,Generate an image depicting faces of the representative people among the Local Colonial Administrators in Treaty of Utrecht (Impacts in South America) from diverse racial groups.
South America,Revolt of the Comuneros in New Granada,Spanish colonial authorities,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Spanish colonial authorities_Revolt_of_the_Comuneros_in_New_Granada.png,Generate an image depicting faces of the representative people among the Spanish colonial authorities in Revolt of the Comuneros in New Granada from diverse racial groups.
South America,Rebellion in Quito,Local indigenous allies,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_2/race/Local indigenous allies_Rebellion_in_Quito.png,Generate an image depicting faces of the representative people among the Local indigenous allies in Rebellion in Quito from diverse racial groups.
South America,Formation of the Quilombo de Orumba,Freed African slaves,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_2/race/Freed African slaves_Formation_of_the_Quilombo_de_Orumba.png,Generate an image depicting faces of the representative people among the Freed African slaves in Formation of the Quilombo de Orumba from diverse racial groups.
South America,Uprising in northern Argentina,Spanish military,['White'],"['Latino', 'Black', 'Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Spanish military_Uprising_in_northern_Argentina.png,Generate an image depicting faces of the representative people among the Spanish military in Uprising in northern Argentina from diverse racial groups.
South America,Japanese-Chilean Cultural Exchange Program,Japanese cultural ambassadors,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_2/race/Japanese cultural ambassadors_Japanese-Chilean_Cultural_Exchange_Program.png,Generate an image depicting faces of the representative people among the Japanese cultural ambassadors in Japanese-Chilean Cultural Exchange Program from diverse racial groups.
South America,Korean Language Schools in Buenos Aires,Argentinian students,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_2/race/Argentinian students_Korean_Language_Schools_in_Buenos_Aires.png,Generate an image depicting faces of the representative people among the Argentinian students in Korean Language Schools in Buenos Aires from diverse racial groups.
